Franziska	O
Gräfin	O
zu	O
Reventlow	O
Der	O
Selbstmordverein	O
Novellistischer	O
Roman	O
aus	O
dem	O
Nachlaß	O
Die	O
Geschichte	O
fing	O
damit	O
an	O
,	O
daß	O
der	O
junge	O
Baron	O
Henning	O
bei	RELATION
einem	O
Künstlerball	RAUMHINWEIS
eine	O
Dame	O
kennenlernte	O
,	O
die	O
sich	O
Lucy	O
nannte	O
und	O
durchaus	O
rätselhaft	O
blieb	O
.	O
Sie	O
war	O
später	O
wieder	O
mit	O
ihm	O
verschwunden	O
--	O
man	O
wußte	O
von	O
beiden	O
nichts	O
Näheres	O
.	O
Lucy	O
war	O
nicht	O
eigentlich	O
schön	O
,	O
aber	O
,	O
wie	O
von	O
allen	O
Sachverständigen	O
festgestellt	O
wurde	O
,	O
ungemein	O
reizvoll	O
,	O
mit	O
einem	O
weißen	O
,	O
sanften	O
Gesicht	RAUMHINWEIS
und	O
einem	O
Mund	RAUMHINWEIS
,	O
der	O
eher	O
zu	O
frechen	O
und	O
pikanten	O
Zügen	O
gepaßt	O
hätte	O
.	O
Er	O
war	O
auffallend	O
rot	O
und	O
die	O
Oberlippe	RAUMHINWEIS
kurz	RELATION
,	O
so	O
daß	O
die	O
Zähne	RELATION
stets	O
ein	O
wenig	O
herausfordernd	O
zum	RELATION
Vorschein	RAUMHINWEIS
kamen	RELATION
.	O
Eben	O
in	O
diesen	O
Gegensatz	O
verliebte	O
sich	O
Henning	O
,	O
aber	O
nachdem	O
er	O
einmal	O
mit	O
ihr	O
getanzt	O
hatte	O
,	O
gelang	O
es	O
ihm	O
nicht	O
,	O
ihr	O
mehr	O
nahezukommen	RELATION
und	O
die	O
Bekanntschaft	O
,	O
wie	O
er	O
es	O
gewünscht	O
hätte	O
,	O
festzulegen	O
,	O
so	O
daß	O
eine	O
Fortsetzung	O
folgen	O
konnte	O
.	O
Er	O
wurde	O
sich	O
nicht	O
einmal	O
klar	O
,	O
in	O
welche	O
Sphäre	O
sie	O
einzureihen	O
sei	O
,	O
--	O
vielleicht	O
in	O
die	O
zweifelhafte	O
,	O
es	O
konnte	O
aber	O
auch	O
ein	O
junges	O
Mädchen	O
oder	O
eine	O
verheiratete	O
Frau	O
sein	O
,	O
die	O
im	RELATION
Rahmen	RAUMHINWEIS
des	O
zwanglosen	O
Festes	RAUMHINWEIS
über	O
die	O
Stränge	O
schlug	O
.	O
Der	O
Schwede	O
behandelte	O
sie	O
korrekt	O
und	O
anscheinend	O
mit	O
Hochachtung	O
,	O
sie	O
zeigte	O
auch	O
einwandfreie	O
Manieren	O
,	O
tanzte	O
aber	O
wie	O
toll	O
,	O
völlig	O
hingerissen	O
,	O
man	O
hätte	O
beinah	O
sagen	O
können	O
,	O
disparat	O
,	O
und	O
gegen	O
Schluß	O
des	O
Balles	RAUMHINWEIS
,	O
als	O
die	O
Stimmung	O
den	O
üblichen	O
Höhepunkt	O
vor	O
Schluß	O
und	O
Aufbruch	RAUMTHEMA
erreichte	O
,	O
schwang	O
Lucy	O
,	O
die	O
Fremde	O
und	O
Undefinierbare	O
,	O
sich	O
mit	O
Hilfe	O
ihres	O
Kavaliers	O
auf	RELATION
den	O
Tisch	RAUMHINWEIS
,	O
an	RELATION
dessen	O
Ende	RAUMHINWEIS
Henning	O
mit	O
seiner	O
Gesellschaft	O
saß	O
,	O
und	O
tanzte	O
einen	O
raschen	O
wirbelnden	O
Tanz	O
,	O
sprang	O
leichtfüßig	O
wieder	O
herunter	RELATION
und	O
war	O
dann	O
endgültig	O
verschwunden	RAUMHINWEIS
.	O
Henning	O
war	O
schon	O
müde	O
und	O
saß	O
da	ORT
in	O
einer	O
Art	O
von	O
Betäubung	O
,	O
er	O
sah	O
nur	O
die	O
leichten	O
,	O
wirbelnden	O
Füße	RAUMHINWEIS
in	RELATION
den	O
zierlichsten	RAUMHINWEIS
Schuhen	RAUMHINWEIS
und	O
durchsichtigsten	O
Strümpfen	O
,	O
die	O
man	O
sich	O
denken	O
konnte	O
,	O
die	O
schwarze	O
,	O
funkelnde	O
Seide	O
ihres	O
Kleides	O
,	O
das	O
sich	O
raschelnd	O
drehte	RELATION
,	O
und	O
sah	O
von	RELATION
unten	RELATION
herauf	RELATION
in	RELATION
das	O
schon	O
erwähnte	O
sanfte	O
Gesicht	RAUMHINWEIS
mit	O
den	O
dunklen	O
Augen	RAUMHINWEIS
und	O
dem	O
impertinenten	O
Mund	RAUMHINWEIS
.	O
Dann	O
stand	O
er	O
noch	O
eine	O
Weile	O
vor	RELATION
dem	O
Hotel	ORT
,	O
während	O
die	O
Gäste	O
sich	O
allmählich	O
verliefen	RELATION
und	O
die	O
Autos	O
nach	RELATION
allen	O
Seiten	RELATION
davonstoben	RELATION
,	O
und	O
ging	O
schließlich	O
nach	RELATION
Hause	ORT
,	O
um	O
bis	O
zum	O
nächsten	O
Nachmittag	O
zu	O
schlafen	O
.	O
Er	O
wohnte	O
damals	O
mit	O
seinem	O
Freund	O
,	O
dem	O
Doktor	O
Burmann	O
,	O
zusammen	RELATION
,	O
der	O
das	O
Fest	RAUMHINWEIS
nicht	O
mitgemacht	O
hatte	O
,	O
denn	O
er	O
war	O
ein	O
vielbeschäftigter	O
Arzt	O
und	O
noch	O
spät	O
abends	O
zu	RELATION
einem	O
Kranken	RAUMHINWEIS
gerufen	O
worden	O
.	O
Mit	O
einigen	O
Stoßseufzern	O
über	O
den	O
ewigen	O
Zwang	O
seiner	O
Berufspflichten	O
warf	O
er	O
sich	O
in	RELATION
den	O
Sessel	RAUMHINWEIS
,	O
als	O
man	O
sich	O
gegen	O
fünf	O
Uhr	O
zum	O
Tee	O
zusammenfand	RELATION
,	O
und	O
hörte	O
dann	O
nachdenklich	O
Hennings	O
Bericht	O
an	O
.	O
Der	O
lag	O
lang	RAUMHINWEIS
hingestreckt	RELATION
in	RELATION
seinem	O
Schaukelstuhl	RAUMHINWEIS
,	O
den	O
er	O
jedem	O
anderen	O
Möbel	RAUMHINWEIS
vorzog	RELATION
,	O
ein	O
wenig	O
übernächtigt	O
und	O
so	O
nervös	O
,	O
daß	O
er	O
jedesmal	O
zusammenfuhr	RELATION
,	O
wenn	O
es	O
draußen	RELATION
klingelte	O
.	O
Das	O
aber	O
geschah	O
des	O
öfteren	O
,	O
denn	O
die	O
beiden	O
Junggesellen	O
machten	O
sozusagen	O
ein	O
Haus	ORT
.	O
Außer	O
den	O
Konsultationsräumen	ORT
im	RELATION
Parterre	ORT
hatten	O
sie	O
eine	O
umfangreiche	RAUMHINWEIS
Etage	ORT
inne	O
und	O
sahen	O
gerne	O
ihre	O
Bekannten	O
bei	RELATION
sich	RAUMHINWEIS
.	O
Die	O
damit	O
verbundenen	O
Äußerlichkeiten	RAUMHINWEIS
wickelten	O
sich	O
in	O
guter	O
Ordnung	O
und	O
ziemlich	O
unmerkbar	O
ab	RELATION
,	O
eine	O
tüchtige	O
Wirtschafterin	O
,	O
die	O
fast	O
nie	O
zum	RELATION
Vorschein	RAUMHINWEIS
kam	RELATION
,	O
sorgte	O
für	O
den	O
Haushalt	O
,	O
und	O
die	O
sichtbare	O
Bedienung	O
lag	O
dem	O
alten	O
Diener	O
Josias	O
ob	O
,	O
den	O
Henning	O
sich	O
von	RELATION
daheim	ORT
mitgebracht	RELATION
hatte	O
,	O
und	O
der	O
mit	O
seinem	O
weißen	O
Haar	O
und	O
Bart	O
aussah	O
wie	O
ein	O
greiser	O
König	O
,	O
der	O
seine	O
Krone	RAUMHINWEIS
verloren	RELATION
hat	O
.	O
Und	O
schließlich	O
gab	O
es	O
noch	O
Frau	O
Käthe	O
,	O
Burmanns	O
platonische	O
Freundin	O
,	O
wie	O
sie	O
selbst	O
sich	O
gerne	O
nennen	O
hörte	O
,	O
da	O
sie	O
gleichen	O
Wert	O
auf	O
ihre	O
Bewegungsfreiheit	O
wie	O
auf	O
ihren	O
guten	O
Ruf	O
legte	O
.	O
Sie	O
