Therese	O
Huber	O
Luise	O
Ein	O
Beitrag	O
zur	O
Geschichte	O
der	O
Konvenienz	O
Vorrede	O
des	O
Herausgebers	O
Daß	O
Luisens	O
Geschichte	O
wahr	O
	O
bei	O
aller	O
ihrer	O
Alltäglichkeit	O
schrecklich	O
und	O
traurig	O
wahr	O
ist	O
	O
darf	O
niemanden	O
	O
der	O
sie	O
gelesen	O
haben	O
wird	O
	O
wiederholt	O
oder	O
betheuert	O
werden	O
.	O
Sie	O
wäre	O
ein	O
elender	O
Roman	O
	O
sie	O
ist	O
eine	O
sehr	O
lehrreiche	O
Geschichte	O
.	O
Es	O
kann	O
indessen	O
dem	O
Leser	O
Noth	O
thun	O
	O
ehe	O
er	O
weiter	O
geht	O
	O
von	O
zwei	O
Dingen	O
unterrichtet	O
zu	O
seyn	O
:	O
warum	O
sie	O
nämlich	O
geschrieben	O
?	O
und	O
warum	O
sie	O
herausgegeben	O
wurde	O
?	O
Die	O
Erzählung	O
ist	O
	O
fast	O
ohne	O
Ausnahme	O
	O
das	O
Werk	O
der	O
Heldinn	O
selbst	O
	O
und	O
entstand	O
folgendermaßen	O
.	O
Ein	O
sehr	O
achtungswürdiger	O
Arzt	O
	O
den	O
sie	O
über	O
den	O
fast	O
hofnungslosen	O
Zustand	O
ihrer	O
Gesundheit	O
um	O
Rath	O
fragte	O
	O
mochte	O
durch	O
seine	O
lange	O
Erfahrung	O
belehrt	O
worden	O
seyn	O
	O
daß	O
bei	O
gebildeteren	O
empfänglicheren	O
Menschen	O
dem	O
Körper	RAUMMETAPHER
nicht	RAUMMETAPHER
aufzuhelfen	RAUMMETAPHER
ist	O
	O
wenn	O
der	O
Seele	O
nicht	O
zugleich	O
auch	O
freundlich	O
die	RAUMMETAPHER
Hand	RAUMMETAPHER
geboten	RAUMMETAPHER
wird	O
;	O
und	O
dazu	O
glaubte	O
er	O
das	O
Mittel	O
gefunden	RELATIONALES VERB
zu	O
haben	O
	O
indem	O
er	O
ihr	O
anrieth	O
	O
die	O
Geschichte	O
ihrer	O
Leiden	O
und	O
ihres	O
Unglücks	O
aufzuzeichnen	O
.	O
Da	O
es	O
ihrer	O
Fantasie	O
unmöglich	O
war	O
	O
sich	O
von	O
den	O
schwarzen	O
Bildern	O
ihrer	O
Vergangenheit	O
zu	O
trennen	O
	O
so	O
glaubte	O
er	O
solche	O
wenigstens	O
in	RAUMMETAPHER
gewisse	RAUMMETAPHER
Schranken	RAUMMETAPHER
bannen	RAUMMETAPHER
zu	O
können	O
	O
wenn	O
sie	O
mit	O
dem	O
Verstande	O
zugleich	O
angestrengt	O
würde	O
	O
aus	O
ihren	O
schwankenden	O
Vorstellungen	O
ein	O
wirkliches	O
und	O
zusammenhängendes	O
Ganzes	O
zu	O
bilden	O
.	O
Er	O
glaubte	O
vielleicht	O
	O
daß	O
Luise	O
ihr	O
Schicksal	O
für	O
erträglicher	O
	O
ihre	O
Wunden	O
für	O
weniger	O
unheilbar	O
ansehen	O
würde	O
	O
wenn	O
sie	O
sich	O
selbst	O
eine	O
ungeheuchelte	O
Rechenschaft	O
	O
von	O
allem	O
was	O
sie	O
betroffen	O
hätte	O
	O
ablegte	O
.	O
Das	O
Mittel	O
war	O
gut	O
berechnet	O
	O
aber	O
es	O
schlug	O
bei	O
einem	O
hartnäckigen	O
Übel	O
nicht	O
an	O
;	O
und	O
nachdem	O
sie	O
sich	O
	O
mit	O
allen	O
Erinnerungen	O
ihres	O
unglücklichen	O
Lebens	O
	O
so	O
vorschriftsmäßig	O
als	O
es	O
ihrer	O
schon	O
zu	O
tief	O
verwundeten	O
Seele	O
möglich	O
war	O
	O
beschäftigt	O
hatte	O
	O
verzweifelte	O
sie	O
mehr	O
als	O
jemals	O
	O
diesseits	O
des	O
Grabes	RAUMTHEMA
noch	O
Ruhe	O
zu	O
finden	O
.	O
Diese	O
Arbeit	O
grub	O
vielmehr	O
den	O
Gedanken	O
und	O
die	O
Erwartung	O
des	O
Todes	O
tiefer	O
in	RELATION
ihr	O
Herz	RAUMHINWEIS
	O
und	O
es	O
ward	O
endlich	O
ihr	O
einziges	O
Ziel	O
	O
in	O
derselben	O
ein	O
Denkmal	RAUMHINWEIS
zu	O
errichten	RELATIONALES VERB
	O
das	O
denen	O
	O
von	O
welchen	O
sie	O
sich	O
verlassen	RELATIONALES VERB
glaubt	O
	O
sagen	O
sollte	O
	O
wie	O
sie	O
litt	O
und	O
warum	O
sie	O
starb	O
;	O
das	O
ihren	O
Freunden	O
zurufen	RELATIONALES VERB
sollte	O
:	O
'	O
Hier	ORT
ruht	O
sie	O
!	O
``	O
und	O
Fremden	O
:	O
'	O
Lasset	O
die	O
nicht	O
einsam	O
und	O
hülflos	O
verschmachten	RELATIONALES VERB
	O
die	O
jetzt	O
leiden	O
wie	O
sie	O
