In	O
der	O
Morgenstille	O
war	O
nichts	O
vernehmbar	O
als	O
das	O
helle	O
,	O
lang	O
gezogene	O
Trillern	O
der	O
kleinen	RAUMBESCHREIBUNG
Buchfinken	O
im	RELATION
jungen	O
Birkenlaub	RAUMHINWEIS
.	O
Die	O
breite	RAUMBESCHREIBUNG
,	O
ungepflasterte	RAUMBESCHREIBUNG
Straße	ORT
,	O
die	O
sich	O
,	O
nicht	O
weit	RELATION
von	RELATION
der	O
russischen	RAUMBESCHREIBUNG
Hauptstadt	ORT
,	O
in	RELATION
der	O
Richtung	RELATION
der	O
finnländischen	RAUMBESCHREIBUNG
Bahnlinie	O
ins	RELATION
flache	RAUMBESCHREIBUNG
Land	ORT
erstreckt	RELATIONALES VERB
,	O
lag	RELATIONALES VERB
einsam	O
im	RELATION
Frühnebel	RAUMHINWEIS
da	ORT
.	O
Dann	O
holperte	RELATIONALES VERB
ein	O
Leiterwagen	RAUMTHEMA
,	O
mit	O
einigen	O
Möbelstücken	RAUMHINWEIS
bepackt	RELATIONALES VERB
,	O
schwerfällig	O
des	O
Weges	ORT
;	O
der	O
Fuhrmann	O
kletterte	RELATIONALES VERB
von	RELATION
seinem	O
Sitz	RAUMHINWEIS
,	O
warf	RELATIONALES VERB
den	O
kurzen	RAUMBESCHREIBUNG
Schafpelz	RAUMHINWEIS
von	RELATION
den	O
Schultern	RAUMHINWEIS
,	O
und	O
im	RELATION
roten	O
Hemde	RAUMHINWEIS
neben	RELATION
seinen	O
bei	RELATION
den	O
magern	RAUMBESCHREIBUNG
Gäulen	RAUMHINWEIS
hergehend	RELATIONALES VERB
,	O
stimmte	O
er	O
eine	O
Volksweise	O
an	RELATIONALES VERB
,	O
die	O
schwermütig	O
in	RELATION
den	O
Vogelgesang	ORT
hineinklang	RELATIONALES VERB
.	O
Hinter	RELATION
den	O
Birken	RAUMHINWEIS
tauchte	RELATIONALES VERB
hie	ORT
und	O
da	ORT
ein	O
Landhaus	ORT
auf	RELATIONALES VERB
,	O
meist	O
ein	O
Holzbau	RAUMHINWEIS
,	O
mit	O
geschlossenen	RELATIONALES VERB
Fensterläden	RAUMTHEMA
und	O
bretterverschlagener	RELATIONALES VERB
Balkontür	RAUMTHEMA
;	O
oder	O
es	O
schimmerte	O
ein	O
Garten	ORT
hervor	RELATION
,	O
wo	RELATION
man	O
eifrig	O
beschäftigt	O
war	O
,	O
das	O
Winterlaub	RAUMHINWEIS
zusammenzukehren	RELATIONALES VERB
und	O
die	O
Beete	ORT
für	O
den	O
Sommer	O
in	O
Stand	O
zu	O
setzen	O
.	O
Aber	O
erst	O
nach	O
Beginn	O
der	O
städtischen	O
Schulferien	O
wurde	O
es	O
in	RELATION
dieser	O
Gegend	ORT
lebendig	O
.	O
Der	O
Möbelwagen	RAUMTHEMA
