Ich	O
erzähle	O
eine	O
Begebenheit	O
,	O
die	O
vielen	O
unglaublich	O
scheinen	O
wird	O
,	O
und	O
von	O
der	O
ich	O
großenteils	O
selbst	O
Augenzeuge	O
war	O
.	O
Den	O
wenigen	O
,	O
welche	O
von	O
einem	O
gewissen	O
politischen	O
Vorfalle	O
unterrichtet	O
sind	O
,	O
wird	O
sie	O
--	O
wenn	O
anders	O
diese	O
Blätter	O
sie	O
noch	O
am	O
Leben	O
finden	RELATIONALES VERB
--	O
einen	O
willkommenen	O
Aufschluß	O
darüber	O
geben	O
;	O
und	O
auch	O
ohne	O
diesen	O
Schlüssel	O
wird	O
sie	O
den	O
übrigen	O
,	O
als	O
ein	O
Beitrag	O
zur	O
Geschichte	O
des	O
Betrugs	O
und	O
der	O
Verirrungen	O
des	O
menschlichen	O
Geistes	O
,	O
vielleicht	O
wichtig	O
sein	O
.	O
Man	O
wird	O
über	O
die	O
Kühnheit	O
des	O
Zwecks	O
erstaunen	O
,	O
den	O
die	O
Bosheit	O
zu	O
entwerfen	O
und	O
zu	O
verfolgen	O
imstande	O
ist	O
;	O
man	O
wird	O
über	O
die	O
Seltsamkeit	O
der	O
Mittel	O
erstaunen	O
,	O
die	O
sie	O
aufzubieten	O
vermag	O
,	O
um	O
sich	O
dieses	O
Zwecks	O
zu	O
versichern	O
.	O
Reine	O
,	O
strenge	O
Wahrheit	O
wird	O
meine	O
Feder	O
leiten	O
;	O
denn	O
wenn	O
diese	O
Blätter	O
in	RELATION
die	O
Welt	ORT
treten	RELATIONALES VERB
,	O
bin	O
ich	O
nicht	O
mehr	O
und	O
werde	O
durch	O
den	O
Bericht	O
,	O
den	O
ich	O
abstatte	O
,	O
weder	O
zu	O
gewinnen	O
noch	O
zu	O
verlieren	O
haben	O
.	O
Es	O
war	O
auf	RELATION
meiner	O
Zurückreise	RAUMTHEMA
nach	RELATION
Kurland	ORT
,	O
im	O
Jahr	O
17	O
**	O
um	O
die	O
Karnevalszeit	O
,	O
als	O
ich	O
den	O
Prinzen	O
von	O
**	O
in	RELATION
Venedig	ORT
besuchte	RELATIONALES VERB
.	O
Wir	O
hatten	O
uns	O
in	RELATION
**	O
schen	O
Kriegsdiensten	RAUMTHEMA
kennenlernen	RELATIONALES VERB
und	O
erneuerten	O
hier	ORT
eine	O
Bekanntschaft	O
,	O
die	O
der	O
Friede	O
unterbrochen	O
hatte	O
.	O
Weil	O
ich	O
ohnedies	O
wünschte	O
,	O
das	O
Merkwürdige	O
dieser	O
Stadt	ORT
zu	O
sehen	RELATIONALES VERB
,	O
und	O
der	O
Prinz	O
nur	O
noch	O
Wechsel	O
erwartete	RELATIONALES VERB
,	O
um	O
nach	RELATION
**	ORT
zurückzureisen	RAUMTHEMA
,	O
so	O
beredete	O
er	O
mich	O
leicht	O
,	O
ihm	O
Gesellschaft	RAUMHINWEIS
zu	O
leisten	O
und	O
meine	O
Abreise	RAUMTHEMA
solange	O
zu	O
verschieben	O
.	O
Wir	O
kamen	O
überein	O
,	O
uns	O
nicht	O
voneinander	RELATION
zu	O
trennen	RELATIONALES VERB
,	O
solange	O
unser	O
Aufenthalt	RAUMTHEMA
in	RELATION
Venedig	ORT
dauern	O
würde	O
,	O
und	O
der	O
Prinz	O
war	O
so	O
gefällig	O
,	O
mir	O
seine	O
eigne	O
Wohnung	ORT
im	RELATION
“	O
Mohren	ORT
``	O
anzubieten	RELATIONALES VERB
.	O
Er	O
lebte	O
hier	ORT
unter	O
dem	O
strengsten	O
Inkognito	O
,	O
weil	O
er	O
sich	O
selbst	O
leben	O
wollte	O
und	O
seine	O
geringe	O
Apanage	O
ihm	O
auch	O
nicht	O
verstattet	O
hätte	O
,	O
die	O
Hoheit	O
seines	O
Rangs	O
zu	O
behaupten	O
.	O
Zwei	O
Kavaliere	O
,	O
auf	O
deren	O
Verschwiegenheit	O
er	O
sich	O
vollkommen	O
verlassen	O
konnte	O
,	O
waren	O
nebst	O
einigen	O
treuen	O
Bedienten	O
sein	O
ganzes	O
Gefolge	O
.	O
Den	O
Aufwand	O
vermied	O
er	O
,	O
mehr	O
aus	O
Temperament	O
als	O
aus	O
Sparsamkeit	O
.	O
Er	O
floh	RELATIONALES VERB
die	O
Vergnügungen	O
;	O
in	O
einem	O
Alter	O
von	O
fünfunddreißig	O
Jahren	O
hatte	O
er	O
allen	O
Reizungen	O
dieser	O
wollüstigen	O
Stadt	ORT
widerstanden	O
.	O
Das	O
schöne	O
Geschlecht	O
war	O
ihm	O
bis	O
jetzt	O
gleichgültig	O
gewesen	O
.	O
Tiefer	O
Ernst	O
und	O
eine	O
schwärmerische	O
Melancholie	O
herrschten	O
in	O
seiner	O
Gemütsart	O
.	O
Seine	O
Neigungen	O
waren	O
still	O
,	O
aber	O
hartnäckig	O
bis	O
zum	O
Übermaß	O
,	O
seine	O
Wahl	O
langsam	O
und	O
schüchtern	O
,	O
seine	O
Anhänglichkeit	O
warm	O
und	O
ewig	O
.	O
Mitten	RELATION
in	RELATION
einem	O
geräuschvollen	O
Gewühle	RAUMHINWEIS
von	O
Menschen	RAUMHINWEIS
ging	RELATIONALES VERB
er	O
einsam	O
;	O
in	O
seine	O
Phantasienwelt	O
verschlossen	O
,	O
war	O
er	O
sehr	O
oft	O
ein	O
Fremdling	O
in	RELATION
der	O
wirklichen	ORT
.	O
Niemand	O
war	O
mehr	O
dazu	O
geboren	O
,	O
sich	O
beherrschen	O
zu	O
lassen	O
,	O
ohne	O
schwach	O
zu	O
sein	O
.	O
Dabei	O
war	O
er	O
unerschrocken	O
und	O
zuverlässig	O
,	O
sobald	O
er	O
einmal	O
gewonnen	O
war	O
,	O
und	O
besaß	O
gleich	O
großen	O
Mut	O
,	O
ein	O
erkanntes	O
Vorurteil	O
zu	O
bekämpfen	O
und	O
für	O
ein	O
anderes	O
zu	O
sterben	O
.	O
Als	O
der	O
dritte	O
Prinz	O
seines	O
Hauses	ORT
hatte	O
er	O
keine	O
wahrscheinliche	O
Aussicht	O
zur	O
Regierung	O
.	O
Sein	O
Ehrgeiz	O
war	O
nie	O
erwacht	O
,	O
seine	O
Leidenschaften	O
hatten	O
eine	O
andere	O
Richtung	O
genommen	O
.	O
Zufrieden	O
,	O
von	O
keinem	O
fremden	O
Willen	O
abzuhängen	O
,	O
fühlte	O
er	O
keine	O
Versuchung	O
,	O
über	O
andere	O
zu	O
herrschen	O
:	O
die	O
ruhige	O
Freiheit	RAUMTHEMA
des	O
Privatlebens	O
und	O
der	O
Genuß	O
eines	O
geistreichen	O
Umgangs	O
begrenzten	O
alle	O
seine	O
Wünsche	O
.	O
Er	O
las	O
viel	O
,	O
doch	O
ohne	O
Wahl	O
;	O
eine	O
vernachlässigte	O
Erziehung	O
und	O
frühe	O
Kriegsdienste	RAUMTHEMA
hatten	O
seinen	O
Geist	O
nicht	O
zur	O
Reife	O
kommen	O
lassen	O
.	O
Alle	O
Kenntnisse	O
,	O
die	O
er	O
nachher	O
schöpfte	O
,	O
vermehrten	O
nur	O
die	O
Verwirrung	O
seiner	O
Begriffe	O
,	O
weil	O
sie	O
auf	O
keinen	O
festen	O
Grund	O
gebauet	O
waren	O
.	O
Er	O
war	O
Protestant	O
,	O
wie	O
seine	O
ganze	O
Familie	O
--	O
durch	O
Geburt	O
,	O
nicht	O
nach	O
Untersuchung	O
,	O
die	O
er	O
nie	O
angestellt	O
hatte	O
,	O
ob	O
er	O
gleich	O
in	O
einer	O
Epoche	O
seines	O
Lebens	O
religiöser	O
Schwärmer	O
gewesen	O
war	O
.	O
Freimäurer	O
ist	O
er	O
,	O
soviel	O
ich	O
weiß	O
,	O
nie	O
geworden	O
.	O
Eines	O
Abends	O
,	O
als	O
wir	O
nach	O
Gewohnheit	O
in	RELATION
tiefer	RAUMBESCHREIBUNG
Maske	RAUMHINWEIS
und	O
abgesondert	RELATIONALES VERB
auf	RELATION
dem	O
St.	ORT
Markusplatz	ORT
spazieren	RAUMTHEMA
gingen	RELATIONALES VERB
--	O
es	O
fing	O
an	O
,	O
spät	O
zu	O
werden	O
,	O
und	O
das	O
Gedränge	RAUMHINWEIS
hatte	O
sich	O
verloren	RELATIONALES VERB
--	O
bemerkte	O
der	O
Prinz	O
,	O
daß	O
eine	O
Maske	RAUMHINWEIS
uns	O
überall	ORT
folgte	RELATIONALES VERB
.	O
Die	O
Maske	O
