Erstes	O
Kapitel	O
Es	O
war	O
an	O
einem	O
der	O
ersten	O
schönen	O
Frühlingsmorgen	O
.	O
Allenthalben	O
	O
auf	RELATION
Feldern	ORT
	O
auf	RELATION
Wiesen	ORT
und	O
im	RELATION
Wald	ORT
	O
waren	O
noch	O
Spuren	RAUMHINWEIS
des	O
vergangnen	O
Winters	O
sichtbar	O
	O
und	O
der	O
Härte	O
	O
womit	O
er	O
lange	O
gewütet	O
;	O
noch	O
einmal	O
hatte	O
er	O
mächtig	O
im	O
Sturm	O
seine	O
Schwingen	O
geschüttelt	O
	O
aber	O
es	O
war	O
zum	O
letztenmal	O
.	O
Die	O
Wolken	RAUMHINWEIS
waren	O
vertrieben	RELATIONALES VERB
vom	O
Sturm	O
	O
die	O
Sonne	RAUMHINWEIS
durchgebrochen	RELATIONALES VERB
	O
und	O
eine	O
laue	O
milde	O
Wärme	O
durchströmte	RELATIONALES VERB
die	O
Luft	RAUMHINWEIS
.	O
Junge	O
Grasspitzen	RAUMHINWEIS
drängten	RELATIONALES VERB
sich	O
hervor	RELATION
	O
Veilchen	O
und	O
süße	O
Schlüsselblumen	O
erhoben	RELATIONALES VERB
furchtsam	O
ihre	O
Köpfchen	RAUMHINWEIS
	O
die	O
Erde	ORT
war	O
der	RAUMMETAPHER
Fesseln	RAUMMETAPHER
entledigt	RAUMMETAPHER
	O
und	O
feierte	O
ihren	O
Vermählungstag	O
.	O
Mutig	O
trabte	RELATIONALES VERB
ein	O
Reisender	O
den	O
Hügel	ORT
herauf	RELATION
.	O
Vertieft	O
im	O
Genuß	O
der	O
ihn	RAUMHINWEIS
umgebenden	RELATIONALES VERB
Herrlichkeit	O
und	O
in	O
Phantasien	O
	O
die	O
ihn	O
bald	O
vorbald	RELATION
rückwärts	RELATION
rissen	RELATIONALES VERB
	O
hatte	O
er	O
den	O
rechten	RAUMHINWEIS
Weg	ORT
verfehlt	RELATIONALES VERB
	O
und	O
nun	O
sah	O
er	O
sich	O
auf	O
einmal	O
vor	RELATION
