Ich	O
--	O
Halt	O
!	O
--	O
Ein	O
Schlagbaum	O
--	O
Gut	O
--	O
wohl	O
--	O
recht	O
wohl	O
--	O
Ein	O
wachhabender	O
Officier	O
!	O
--	O
wieder	O
einer	O
mit	O
einem	O
Achselbande	O
zu	RELATION
Pferde	RAUMTHEMA
--	O
zu	RELATION
Fuß	RAUMTHEMA
--	O
von	O
der	O
Leibgarde	O
--	O
von	O
der	O
Garde	O
der	O
gelehrten	O
Republik	ORT
--	O
ich	O
ehr	O
,	O
Ihre	O
Uniform	O
,	O
meine	O
Herren	O
,	O
und	O
damit	O
ich	O
Sie	O
der	O
Mühe	O
überhebe	O
,	O
mir	O
die	O
üblichen	O
Fragstücke	O
vorzulegen	RELATIONALES VERB
,	O
mögen	O
Sie	O
wissen	O
,	O
daß	O
ich	O
,	O
wie	O
der	O
Paß	O
oder	O
Taufschein	O
es	O
ausweiset	O
,	O
ein	O
Schriftsteller	O
in	O
aufsteigender	O
Linie	O
bin	O
.	O
In	O
den	O
folgenden	O
zwei	O
Bändchen	O
,	O
welche	O
ich	O
,	O
wenn	O
Gott	O
Leben	O
und	O
Gesundheit	O
und	O
Lust	O
und	O
Liebe	O
zum	O
Dinge	O
verleihet	O
,	O
künftige	O
Messe	O
zu	O
liefern	RELATIONALES VERB
willens	O
bin	O
,	O
wird	O
mein	O
Lebenslauf	O
,	O
bis	O
zu	O
einer	O
sächsischen	O
Frist	O
vor	O
der	O
Messe	O
,	O
fortgesetzt	O
werden	O
.	O
Im	O
vierten	O
Bändchen	O
werde	O
ich	O
den	O
Lebenslauf	O
meines	O
Vaters	O
,	O
und	O
im	O
fünften	O
den	O
Lebenslauf	O
meines	O
Großvaters	O
erzählen	O
,	O
auch	O
alles	O
nach	O
Gestalt	O
und	O
Gelegenheit	O
der	O
Umstände	O
mit	O
unumstößlichen	O
Urkunden	O
belegen	O
.	O
Dieser	O
Plan	O
soll	O
darum	O
noch	O
mehr	O
Eigenes	O
haben	O
,	O
weil	O
ich	O
den	O
Lebenslauf	O
meines	O
Vaters	O
und	O
Großvaters	O
Berg	O
ab	O
erzählen	O
will	O
,	O
da	O
wir	O
jetzo	O
nur	O
Berg	O
auf	O
zu	O
gehen	O
gewohnt	O
sind	O
.	O
Ich	O
werde	O
von	O
der	O
Zeit	O
,	O
da	O
mein	O
Vater	O
Pastor	O
in	RELATION
Curland	ORT
war	O
,	O
anfangen	O
und	O
bei	O
seiner	O
Wiege	O
aufhören	O
,	O
und	O
so	O
soll	O
s	O
auch	O
mit	O
meinem	O
Großvater	O
werden	O
,	O
der	O
in	O
meiner	O
Geschichte	O
eher	O
sterben	O
als	O
geboren	O
werden	O
soll	O
.	O
Wurzeln	RAUMHINWEIS
,	O
Zweige	RAUMHINWEIS
und	O
Blätter	RAUMHINWEIS
haben	O
einerlei	O
Struktur	RAUMHINWEIS
.	O
Begrabe	RELATIONALES VERB
die	O
Zweige	RAUMHINWEIS
in	RELATION
die	O
Erde	ORT
,	O
und	O
laß	O
die	O
Wurzel	RAUMHINWEIS
in	RELATION
die	O
freie	RAUMBESCHREIBUNG
Luft	ORT
gen	RELATION
Himmel	ORT
sehen	RELATIONALES VERB
:	O
es	O
wird	O
ein	O
Baum	RAUMHINWEIS
.	O
Vorderhand	O
sey	O
es	O
meinen	O
Lesern	O
genug	O
in	O
Beziehung	O
auf	O
mich	O
von	O
dem	O
vierten	O
und	O
fünften	O
Bändchen	O
,	O
wobei	O
ich	O
die	O
Beilagen	O
nicht	O
ausschließen	O
will	O
,	O
zu	O
wissen	O
HVIC	O
MONVMENTO	O
VSTRINVM	O
APPLICARI	O
NON	O
LICET	O
Ich	O
rathe	O
zu	O
keiner	O
Justinianischen	O
Uebersetzung	O
dieser	O
Stelle	O
1	O
.	O
2	O
.	O
§	O
.	O
27	O
.	O
Cod	O
.	O
de	O
vet	O
.	O
jur	O
.	O
enucl	O
.	O
κατὰ	O
ποδὰ	O
,	O
und	O
da	O
Vorrede	O
die	O
Nachrede	O
hindert	O
,	O
mögen	O
sich	O
meine	O
Leser	O
wohlbedächtig	O
merken	O
:	O
Ὁ	O
δυνάμενος	O
